anio,fecha,operador,mercado,servicio,tipo_de_ingreso,ingresos,id,pais,concepto,tipo_de_paquete,unidades,ingresos_por_operador,empleados_por_operador,paquetes,inversiones_por_operador,gastos_por_operador
2014,2014-01-01,Nan,Servicio mayorista,Datos generales,Interconexión móvil,140389,674,España,Ingresos,nan,Millones de euros,0.0,0,0.0,0.0,0.0
2014,2014-01-01,Nan,Servicio mayorista,Datos generales,Otros servicios mayoristas,67884,675,España,Ingresos,nan,Millones de euros,0.0,0,0.0,0.0,0.0
2014,2014-01-01,Nan,Servicio minorista,Datos generales,Otros servicios minoristas,121479,687,España,Ingresos,nan,Millones de euros,0.0,0,0.0,0.0,0.0
2014,2014-01-01,Nan,Servicio minorista,Datos generales,Servicios audiovisuales,350565,688,España,Ingresos,nan,Millones de euros,0.0,0,0.0,0.0,0.0
2014,2014-01-01,Nan,Servicio minorista,Datos generales,Servicios de información telefónica,3138,689,España,Ingresos,nan,Millones de euros,0.0,0,0.0,0.0,0.0
2014,2014-01-01,Nan,Servicio minorista,Datos generales,Telefonía fija,344902,690,España,Ingresos,nan,Millones de euros,0.0,0,0.0,0.0,0.0
2014,2014-01-01,Nan,Servicio minorista,Datos generales,Telefonía móvil,60166,691,España,Ingresos,nan,Millones de euros,0.0,0,0.0,0.0,0.0
2014,2014-01-01,Nan,Servicio mayorista,Datos generales,Transmisión de datos,5001,676,España,Ingresos,nan,Millones de euros,0.0,0,0.0,0.0,0.0
2014,2014-01-01,Nan,Servicio mayorista,Datos generales,Transporte y difusión de la señal audiovisual,35764,677,España,Ingresos,nan,Millones de euros,0.0,0,0.0,0.0,0.0
2014,2014-01-01,Nan,Servicio minorista,Datos generales,Venta y alquiler de terminales,20761,692,España,Ingresos,nan,Millones de euros,0.0,0,0.0,0.0,0.0
10070,2014-01-01,Nan,nan,Datos generales,nan,0,3325,España,Paquetes,Resto,Unidades,0.0,0,12554545.0,0.0,0.0
2015,2015-01-01,Otros,nan,Datos generales,nan,0,705,España,Inversiones en infraestr de telec y serv audiov,nan,Millones de euros,0.0,0,0.0,3.42,0.0
2015,2015-01-01,Otros,nan,Datos generales,nan,0,697,España,Gastos de explotación,nan,Millones de euros,0.0,0,0.0,0.0,17.42
10075,2015-01-01,Otros,nan,Datos generales,nan,0,3586,España,Gastos de explotación,nan,Millones de euros,73.88999999999999,1020,0.0,0.22,0.45
2015,2015-01-01,Otros,nan,Datos generales,nan,0,707,España,Inversiones en infraestr de telec y serv audiov,nan,Millones de euros,0.0,0,0.0,46.86,0.0
8060,2015-01-01,Otros,nan,Datos generales,nan,0,2864,España,Gastos de explotación,nan,Millones de euros,35.78,970,0.0,1.42,3.1
2015,2015-01-01,Otros,nan,Datos generales,nan,0,699,España,Gastos de explotación,nan,Millones de euros,0.0,0,0.0,0.0,20.96
2015,2015-01-01,Otros,nan,Datos generales,nan,0,709,España,Inversiones en infraestr de telec y serv audiov,nan,Millones de euros,0.0,0,0.0,183.8,0.0
10075,2015-01-01,Movistar,nan,Datos generales,nan,0,3599,España,Gastos de explotación,nan,Millones de euros,12293.61,262570,0.0,1801.94,158.27
10075,2015-01-01,Orange,nan,Datos generales,nan,0,3621,España,Gastos de explotación,nan,Millones de euros,3841.37,39840,0.0,680.97,62.27
4030,2015-01-01,Otros,nan,Datos generales,nan,0,1433,España,Inversiones en infraestr de telec y serv audiov,nan,Millones de euros,0.0,62770,0.0,16.58,0.0
10075,2015-01-01,Resto,nan,Datos generales,nan,0,3626,España,Gastos de explotación,nan,Millones de euros,8751.57,188100,0.0,1223.17,73.14
2015,2015-01-01,Otros,nan,Datos generales,nan,0,721,España,Número de empleados,nan,Unidades,0.0,22680,0.0,0.0,0.0
10075,2015-01-01,Vodafone,nan,Datos generales,nan,0,3634,España,Gastos de explotación,nan,Millones de euros,5511.389999999999,57040,0.0,1721.59,152.9
2015,2015-01-01,Otros,nan,Datos generales,nan,0,704,España,Gastos de explotación,nan,Millones de euros,0.0,0,0.0,0.0,16.99
2015,2015-01-01,Nan,Servicio mayorista,Datos generales,Alquiler de circuitos,77247,730,España,Ingresos,nan,Millones de euros,0.0,0,0.0,0.0,0.0
2015,2015-01-01,Nan,Servicio minorista,Datos generales,Banda Ancha móvil,400832,745,España,Ingresos,nan,Millones de euros,0.0,0,0.0,0.0,0.0
2015,2015-01-01,Nan,Servicio minorista,Datos generales,Banda ancha fija,379963,744,España,Ingresos,nan,Millones de euros,0.0,0,0.0,0.0,0.0
2015,2015-01-01,Nan,Servicio mayorista,Datos generales,Banda ancha fija mayorista,70919,731,España,Ingresos,nan,Millones de euros,0.0,0,0.0,0.0,0.0
2015,2015-01-01,Nan,Servicio minorista,Datos generales,Comunicaciones de Empresa,138469,746,España,Ingresos,nan,Millones de euros,0.0,0,0.0,0.0,0.0
2015,2015-01-01,Nan,Servicio mayorista,Datos generales,Contenidos audiovisuales,52257,732,España,Ingresos,nan,Millones de euros,0.0,0,0.0,0.0,0.0
2015,2015-01-01,Nan,Servicio mayorista,Datos generales,Interconexión fija,114264,733,España,Ingresos,nan,Millones de euros,0.0,0,0.0,0.0,0.0
2015,2015-01-01,Nan,Servicio mayorista,Datos generales,Interconexión móvil,162817,734,España,Ingresos,nan,Millones de euros,0.0,0,0.0,0.0,0.0
2015,2015-01-01,Nan,Servicio mayorista,Datos generales,Otros servicios mayoristas,7113,735,España,Ingresos,nan,Millones de euros,0.0,0,0.0,0.0,0.0
2015,2015-01-01,Nan,Servicio minorista,Datos generales,Otros servicios minoristas,124754,747,España,Ingresos,nan,Millones de euros,0.0,0,0.0,0.0,0.0
2015,2015-01-01,Nan,Servicio minorista,Datos generales,Servicios audiovisuales,380317,748,España,Ingresos,nan,Millones de euros,0.0,0,0.0,0.0,0.0
2015,2015-01-01,Nan,Servicio minorista,Datos generales,Servicios de información telefónica,2544,749,España,Ingresos,nan,Millones de euros,0.0,0,0.0,0.0,0.0
2015,2015-01-01,Nan,Servicio minorista,Datos generales,Telefonía fija,304399,750,España,Ingresos,nan,Millones de euros,0.0,0,0.0,0.0,0.0
2015,2015-01-01,Nan,Servicio minorista,Datos generales,Telefonía móvil,50698,751,España,Ingresos,nan,Millones de euros,0.0,0,0.0,0.0,0.0
2015,2015-01-01,Nan,Servicio mayorista,Datos generales,Transmisión de datos,5144,736,España,Ingresos,nan,Millones de euros,0.0,0,0.0,0.0,0.0
2015,2015-01-01,Nan,Servicio mayorista,Datos generales,Transporte y difusión de la señal audiovisual,33343,737,España,Ingresos,nan,Millones de euros,0.0,0,0.0,0.0,0.0
2015,2015-01-01,Nan,Servicio minorista,Datos generales,Venta y alquiler de terminales,225382,752,España,Ingresos,nan,Millones de euros,0.0,0,0.0,0.0,0.0
10075,2015-01-01,Nan,nan,Datos generales,nan,0,3625,España,Paquetes,Resto,Unidades,0.0,0,13223160.0,0.0,0.0
2016,2016-01-01,Otros,nan,Datos generales,nan,0,763,España,Inversiones en infraestr de telec y serv audiov,nan,Millones de euros,0.0,0,0.0,5.58,0.0
10080,2016-01-01,Otros,nan,Datos generales,nan,0,3878,España,Gastos de explotación,nan,Millones de euros,84.21000000000001,1230,0.0,0.7,0.56
2016,2016-01-01,Otros,nan,Datos generales,nan,0,765,España,Inversiones en infraestr de telec y serv audiov,nan,Millones de euros,0.0,0,0.0,92.37,0.0
8064,2016-01-01,Otros,nan,Datos generales,nan,0,3097,España,Gastos de explotación,nan,Millones de euros,55.75,880,0.0,1.79,6.63
2016,2016-01-01,Otros,nan,Datos generales,nan,0,767,España,Inversiones en infraestr de telec y serv audiov,nan,Millones de euros,0.0,0,0.0,173.81,0.0
10080,2016-01-01,Movistar,nan,Datos generales,nan,0,3889,España,Gastos de explotación,nan,Millones de euros,14720.92,235480,0.0,1829.05,120.76
10080,2016-01-01,Orange,nan,Datos generales,nan,0,3911,España,Gastos de explotación,nan,Millones de euros,5039.219999999999,53010,0.0,1143.33,83.8
4032,2016-01-01,Otros,nan,Datos generales,nan,0,1549,España,Inversiones en infraestr de telec y serv audiov,nan,Millones de euros,0.0,62900,0.0,28.68,0.0
10080,2016-01-01,Resto,nan,Datos generales,nan,0,3916,España,Gastos de explotación,nan,Millones de euros,7076.02,167040,0.0,478.55,68.5
2016,2016-01-01,Otros,nan,Datos generales,nan,0,779,España,Número de empleados,nan,Unidades,0.0,22730,0.0,0.0,0.0
10080,2016-01-01,Vodafone,nan,Datos generales,nan,0,3924,España,Gastos de explotación,nan,Millones de euros,5801.68,50950,0.0,1138.93,162.84
2016,2016-01-01,Otros,nan,Datos generales,nan,0,762,España,Gastos de explotación,nan,Millones de euros,0.0,0,0.0,0.0,16.9
2016,2016-01-01,Nan,Servicio mayorista,Datos generales,Alquiler de circuitos,81351,788,España,Ingresos,nan,Millones de euros,0.0,0,0.0,0.0,0.0
2016,2016-01-01,Nan,Servicio minorista,Datos generales,Banda Ancha móvil,424538,803,España,Ingresos,nan,Millones de euros,0.0,0,0.0,0.0,0.0
2016,2016-01-01,Nan,Servicio minorista,Datos generales,Banda ancha fija,418865,802,España,Ingresos,nan,Millones de euros,0.0,0,0.0,0.0,0.0
2016,2016-01-01,Nan,Servicio mayorista,Datos generales,Banda ancha fija mayorista,71441,789,España,Ingresos,nan,Millones de euros,0.0,0,0.0,0.0,0.0
2016,2016-01-01,Nan,Servicio minorista,Datos generales,Comunicaciones de Empresa,137092,804,España,Ingresos,nan,Millones de euros,0.0,0,0.0,0.0,0.0
2016,2016-01-01,Nan,Servicio mayorista,Datos generales,Contenidos audiovisuales,22721,790,España,Ingresos,nan,Millones de euros,0.0,0,0.0,0.0,0.0
2016,2016-01-01,Nan,Servicio mayorista,Datos generales,Interconexión fija,115863,791,España,Ingresos,nan,Millones de euros,0.0,0,0.0,0.0,0.0
2016,2016-01-01,Nan,Servicio mayorista,Datos generales,Interconexión móvil,169878,792,España,Ingresos,nan,Millones de euros,0.0,0,0.0,0.0,0.0
2016,2016-01-01,Nan,Servicio mayorista,Datos generales,Otros servicios mayoristas,9511,793,España,Ingresos,nan,Millones de euros,0.0,0,0.0,0.0,0.0
2016,2016-01-01,Nan,Servicio minorista,Datos generales,Otros servicios minoristas,127549,805,España,Ingresos,nan,Millones de euros,0.0,0,0.0,0.0,0.0
2016,2016-01-01,Nan,Servicio minorista,Datos generales,Servicios audiovisuales,407069,806,España,Ingresos,nan,Millones de euros,0.0,0,0.0,0.0,0.0
2016,2016-01-01,Nan,Servicio minorista,Datos generales,Servicios de información telefónica,1901,807,España,Ingresos,nan,Millones de euros,0.0,0,0.0,0.0,0.0
2016,2016-01-01,Nan,Servicio minorista,Datos generales,Telefonía fija,261271,808,España,Ingresos,nan,Millones de euros,0.0,0,0.0,0.0,0.0
2016,2016-01-01,Nan,Servicio minorista,Datos generales,Telefonía móvil,481404,809,España,Ingresos,nan,Millones de euros,0.0,0,0.0,0.0,0.0
2016,2016-01-01,Nan,Servicio mayorista,Datos generales,Transmisión de datos,1340,794,España,Ingresos,nan,Millones de euros,0.0,0,0.0,0.0,0.0
2016,2016-01-01,Nan,Servicio mayorista,Datos generales,Transporte y difusión de la señal audiovisual,34995,795,España,Ingresos,nan,Millones de euros,0.0,0,0.0,0.0,0.0
2016,2016-01-01,Nan,Servicio minorista,Datos generales,Venta y alquiler de terminales,208844,810,España,Ingresos,nan,Millones de euros,0.0,0,0.0,0.0,0.0
10080,2016-01-01,Nan,nan,Datos generales,nan,0,3915,España,Paquetes,Resto,Unidades,0.0,0,13909914.0,0.0,0.0
2017,2017-01-01,Otros,nan,Datos generales,nan,0,820,España,Inversiones en infraestr de telec y serv audiov,nan,Millones de euros,0.0,0,0.0,20.23,0.0
10085,2017-01-01,Otros,nan,Datos generales,nan,0,4167,España,Gastos de explotación,nan,Millones de euros,93.8,1890,0.0,0.3,0.64
2017,2017-01-01,Otros,nan,Datos generales,nan,0,822,España,Inversiones en infraestr de telec y serv audiov,nan,Millones de euros,0.0,0,0.0,99.55,0.0
10085,2017-01-01,Otros,nan,Datos generales,nan,0,4173,España,Gastos de explotación,nan,Millones de euros,1303.12,4700,0.0,237.05,35.63
2017,2017-01-01,Otros,nan,Datos generales,nan,0,824,España,Inversiones en infraestr de telec y serv audiov,nan,Millones de euros,0.0,0,0.0,167.42,0.0
10085,2017-01-01,Movistar,nan,Datos generales,nan,0,4179,España,Gastos de explotación,nan,Millones de euros,14884.419999999998,222580,0.0,1788.38,185.1
10085,2017-01-01,Orange,nan,Datos generales,nan,0,4201,España,Gastos de explotación,nan,Millones de euros,5427.799999999999,54480,0.0,1152.77,82.75
4034,2017-01-01,Otros,nan,Datos generales,nan,0,1663,España,Inversiones en infraestr de telec y serv audiov,nan,Millones de euros,0.0,62950,0.0,38.56,0.0
10085,2017-01-01,Resto,nan,Datos generales,nan,0,4206,España,Gastos de explotación,nan,Millones de euros,6796.76,167310,0.0,379.02,79.05
2017,2017-01-01,Otros,nan,Datos generales,nan,0,836,España,Número de empleados,nan,Unidades,0.0,22750,0.0,0.0,0.0
10085,2017-01-01,Vodafone,nan,Datos generales,nan,0,4214,España,Gastos de explotación,nan,Millones de euros,5591.450000000001,50340,0.0,796.73,183.91
2017,2017-01-01,Nan,Servicio mayorista,Datos generales,Alquiler de circuitos,78261,847,España,Ingresos,nan,Millones de euros,0.0,0,0.0,0.0,0.0
2017,2017-01-01,Nan,Servicio minorista,Datos generales,Banda Ancha móvil,467916,862,España,Ingresos,nan,Millones de euros,0.0,0,0.0,0.0,0.0
2017,2017-01-01,Nan,Servicio minorista,Datos generales,Banda ancha fija,446867,861,España,Ingresos,nan,Millones de euros,0.0,0,0.0,0.0,0.0
2017,2017-01-01,Nan,Servicio mayorista,Datos generales,Banda ancha fija mayorista,79982,848,España,Ingresos,nan,Millones de euros,0.0,0,0.0,0.0,0.0
2017,2017-01-01,Nan,Servicio minorista,Datos generales,Comunicaciones de Empresa,142903,863,España,Ingresos,nan,Millones de euros,0.0,0,0.0,0.0,0.0
2017,2017-01-01,Nan,Servicio mayorista,Datos generales,Contenidos audiovisuales,322794,849,España,Ingresos,nan,Millones de euros,0.0,0,0.0,0.0,0.0
2017,2017-01-01,Nan,Servicio mayorista,Datos generales,Interconexión fija,97113,850,España,Ingresos,nan,Millones de euros,0.0,0,0.0,0.0,0.0
2017,2017-01-01,Nan,Servicio mayorista,Datos generales,Interconexión móvil,154966,851,España,Ingresos,nan,Millones de euros,0.0,0,0.0,0.0,0.0
2017,2017-01-01,Nan,Servicio mayorista,Datos generales,Otros servicios mayoristas,107153,852,España,Ingresos,nan,Millones de euros,0.0,0,0.0,0.0,0.0
2017,2017-01-01,Nan,Servicio minorista,Datos generales,Otros servicios minoristas,134927,864,España,Ingresos,nan,Millones de euros,0.0,0,0.0,0.0,0.0
2017,2017-01-01,Nan,Servicio minorista,Datos generales,Servicios audiovisuales,435018,865,España,Ingresos,nan,Millones de euros,0.0,0,0.0,0.0,0.0
2017,2017-01-01,Nan,Servicio minorista,Datos generales,Servicios de información telefónica,169,866,España,Ingresos,nan,Millones de euros,0.0,0,0.0,0.0,0.0
2017,2017-01-01,Nan,Servicio minorista,Datos generales,Telefonía fija,241205,867,España,Ingresos,nan,Millones de euros,0.0,0,0.0,0.0,0.0
2017,2017-01-01,Nan,Servicio minorista,Datos generales,Telefonía móvil,445185,868,España,Ingresos,nan,Millones de euros,0.0,0,0.0,0.0,0.0
2017,2017-01-01,Nan,Servicio mayorista,Datos generales,Transmisión de datos,21938,853,España,Ingresos,nan,Millones de euros,0.0,0,0.0,0.0,0.0
2017,2017-01-01,Nan,Servicio mayorista,Datos generales,Transporte y difusión de la señal audiovisual,35293,854,España,Ingresos,nan,Millones de euros,0.0,0,0.0,0.0,0.0
2017,2017-01-01,Nan,Servicio minorista,Datos generales,Venta y alquiler de terminales,196525,869,España,Ingresos,nan,Millones de euros,0.0,0,0.0,0.0,0.0
12102,2017-01-01,Nan,nan,Datos generales,nan,0,5043,España,Paquetes,Banda ancha fija tel móvil y banda ancha móvil,Unidades,0.0,0,14479247.0,0.0,0.0
2018,2018-01-01,Otros,nan,Datos generales,nan,0,879,España,Inversiones en infraestr de telec y serv audiov,nan,Millones de euros,0.0,0,0.0,49.29,0.0
10090,2018-01-01,Otros,nan,Datos generales,nan,0,4462,España,Gastos de explotación,nan,Millones de euros,128.39,3940,0.0,7.25,1.16
2018,2018-01-01,Otros,nan,Datos generales,nan,0,881,España,Inversiones en infraestr de telec y serv audiov,nan,Millones de euros,0.0,0,0.0,153.64,0.0
10090,2018-01-01,Otros,nan,Datos generales,nan,0,4468,España,Gastos de explotación,nan,Millones de euros,1563.4499999999998,5960,0.0,524.68,49.71
2018,2018-01-01,Otros,nan,Datos generales,nan,0,883,España,Inversiones en infraestr de telec y serv audiov,nan,Millones de euros,0.0,0,0.0,138.46,0.0
10090,2018-01-01,Movistar,nan,Datos generales,nan,0,4474,España,Gastos de explotación,nan,Millones de euros,15183.14,207550,0.0,1756.04,176.05
10090,2018-01-01,Orange,nan,Datos generales,nan,0,4496,España,Gastos de explotación,nan,Millones de euros,5501.06,56260,0.0,1337.8,75.83
4036,2018-01-01,Otros,nan,Datos generales,nan,0,1781,España,Inversiones en infraestr de telec y serv audiov,nan,Millones de euros,0.0,64580,0.0,47.61,0.0
10090,2018-01-01,Resto,nan,Datos generales,nan,0,4501,España,Gastos de explotación,nan,Millones de euros,6622.860000000001,173300,0.0,314.48,68.77
2018,2018-01-01,Otros,nan,Datos generales,nan,0,895,España,Número de empleados,nan,Unidades,0.0,23130,0.0,0.0,0.0
10090,2018-01-01,Vodafone,nan,Datos generales,nan,0,4509,España,Gastos de explotación,nan,Millones de euros,5383.629999999999,51650,0.0,996.85,161.85
2018,2018-01-01,Nan,Servicio mayorista,Datos generales,Alquiler de circuitos,76572,906,España,Ingresos,nan,Millones de euros,0.0,0,0.0,0.0,0.0
2018,2018-01-01,Nan,Servicio minorista,Datos generales,Banda Ancha móvil,52624,921,España,Ingresos,nan,Millones de euros,0.0,0,0.0,0.0,0.0
2018,2018-01-01,Nan,Servicio minorista,Datos generales,Banda ancha fija,441124,920,España,Ingresos,nan,Millones de euros,0.0,0,0.0,0.0,0.0
2018,2018-01-01,Nan,Servicio mayorista,Datos generales,Banda ancha fija mayorista,91653,907,España,Ingresos,nan,Millones de euros,0.0,0,0.0,0.0,0.0
2018,2018-01-01,Nan,Servicio minorista,Datos generales,Comunicaciones de Empresa,144932,922,España,Ingresos,nan,Millones de euros,0.0,0,0.0,0.0,0.0
2018,2018-01-01,Nan,Servicio mayorista,Datos generales,Contenidos audiovisuales,346438,908,España,Ingresos,nan,Millones de euros,0.0,0,0.0,0.0,0.0
2018,2018-01-01,Nan,Servicio mayorista,Datos generales,Interconexión fija,8986,909,España,Ingresos,nan,Millones de euros,0.0,0,0.0,0.0,0.0
2018,2018-01-01,Nan,Servicio mayorista,Datos generales,Interconexión móvil,146578,910,España,Ingresos,nan,Millones de euros,0.0,0,0.0,0.0,0.0
2018,2018-01-01,Nan,Servicio mayorista,Datos generales,Otros servicios mayoristas,117893,911,España,Ingresos,nan,Millones de euros,0.0,0,0.0,0.0,0.0
2018,2018-01-01,Nan,Servicio minorista,Datos generales,Otros servicios minoristas,125919,923,España,Ingresos,nan,Millones de euros,0.0,0,0.0,0.0,0.0
2018,2018-01-01,Nan,Servicio minorista,Datos generales,Servicios audiovisuales,433833,924,España,Ingresos,nan,Millones de euros,0.0,0,0.0,0.0,0.0
2018,2018-01-01,Nan,Servicio minorista,Datos generales,Servicios de información telefónica,1129,925,España,Ingresos,nan,Millones de euros,0.0,0,0.0,0.0,0.0
2018,2018-01-01,Nan,Servicio minorista,Datos generales,Telefonía fija,224439,926,España,Ingresos,nan,Millones de euros,0.0,0,0.0,0.0,0.0
2018,2018-01-01,Nan,Servicio minorista,Datos generales,Telefonía móvil,411573,927,España,Ingresos,nan,Millones de euros,0.0,0,0.0,0.0,0.0
2018,2018-01-01,Nan,Servicio mayorista,Datos generales,Transmisión de datos,23072,912,España,Ingresos,nan,Millones de euros,0.0,0,0.0,0.0,0.0
2018,2018-01-01,Nan,Servicio mayorista,Datos generales,Transporte y difusión de la señal audiovisual,35144,913,España,Ingresos,nan,Millones de euros,0.0,0,0.0,0.0,0.0
2018,2018-01-01,Nan,Servicio minorista,Datos generales,Venta y alquiler de terminales,201855,928,España,Ingresos,nan,Millones de euros,0.0,0,0.0,0.0,0.0
12108,2018-01-01,Nan,nan,Datos generales,nan,0,5397,España,Paquetes,Banda ancha fija tel móvil y banda ancha móvil,Unidades,0.0,0,14874478.0,0.0,0.0
2019,2019-01-01,Otros,nan,Datos generales,nan,0,938,España,Inversiones en infraestr de telec y serv audiov,nan,Millones de euros,0.0,0,0.0,99.41,0.0
10095,2019-01-01,Otros,nan,Datos generales,nan,0,4757,España,Gastos de explotación,nan,Millones de euros,194.54,8270,0.0,38.05,1.59
2019,2019-01-01,Otros,nan,Datos generales,nan,0,940,España,Inversiones en infraestr de telec y serv audiov,nan,Millones de euros,0.0,0,0.0,154.17,0.0
10095,2019-01-01,Otros,nan,Datos generales,nan,0,4763,España,Gastos de explotación,nan,Millones de euros,1859.36,6830,0.0,734.42,57.05
2019,2019-01-01,Otros,nan,Datos generales,nan,0,942,España,Inversiones en infraestr de telec y serv audiov,nan,Millones de euros,0.0,0,0.0,154.34,0.0
10095,2019-01-01,Movistar,nan,Datos generales,nan,0,4769,España,Gastos de explotación,nan,Millones de euros,15493.12,181760,0.0,1723.34,147.65
10095,2019-01-01,Orange,nan,Datos generales,nan,0,4791,España,Gastos de explotación,nan,Millones de euros,5418.110000000001,57940,0.0,1005.03,73.25
4038,2019-01-01,Otros,nan,Datos generales,nan,0,1899,España,Inversiones en infraestr de telec y serv audiov,nan,Millones de euros,0.0,65420,0.0,44.78,0.0
10095,2019-01-01,Resto,nan,Datos generales,nan,0,4796,España,Gastos de explotación,nan,Millones de euros,6263.55,177180,0.0,1075.4,84.64
2019,2019-01-01,Otros,nan,Datos generales,nan,0,954,España,Número de empleados,nan,Unidades,0.0,22850,0.0,0.0,0.0
10095,2019-01-01,Vodafone,nan,Datos generales,nan,0,4804,España,Gastos de explotación,nan,Millones de euros,4998.43,42460,0.0,736.24,159.46
2019,2019-01-01,Nan,Servicio mayorista,Datos generales,Alquiler de circuitos,7178,965,España,Ingresos,nan,Millones de euros,0.0,0,0.0,0.0,0.0
2019,2019-01-01,Nan,Servicio minorista,Datos generales,Banda Ancha móvil,546025,980,España,Ingresos,nan,Millones de euros,0.0,0,0.0,0.0,0.0
2019,2019-01-01,Nan,Servicio minorista,Datos generales,Banda ancha fija,434148,979,España,Ingresos,nan,Millones de euros,0.0,0,0.0,0.0,0.0
2019,2019-01-01,Nan,Servicio mayorista,Datos generales,Banda ancha fija mayorista,9199,966,España,Ingresos,nan,Millones de euros,0.0,0,0.0,0.0,0.0
2019,2019-01-01,Nan,Servicio minorista,Datos generales,Comunicaciones de Empresa,147347,981,España,Ingresos,nan,Millones de euros,0.0,0,0.0,0.0,0.0
2019,2019-01-01,Nan,Servicio mayorista,Datos generales,Contenidos audiovisuales,336025,967,España,Ingresos,nan,Millones de euros,0.0,0,0.0,0.0,0.0
2019,2019-01-01,Nan,Servicio mayorista,Datos generales,Interconexión fija,90387,968,España,Ingresos,nan,Millones de euros,0.0,0,0.0,0.0,0.0
2019,2019-01-01,Nan,Servicio mayorista,Datos generales,Interconexión móvil,163367,969,España,Ingresos,nan,Millones de euros,0.0,0,0.0,0.0,0.0
2019,2019-01-01,Nan,Servicio mayorista,Datos generales,Otros servicios mayoristas,123282,970,España,Ingresos,nan,Millones de euros,0.0,0,0.0,0.0,0.0
